end,isr_entry,iret,c_entry,c_exit,first_try_handle_mm_fault_with_mm_lock_end,first_try_handle_mm_fault_with_mm_lock_page_table_walk_end,first_try_handle_mm_fault_with_mm_lock_start,first_try_lock_mm_and_find_vma_end,first_try_lock_mm_and_find_vma_start,handle_mm_fault_with_vma_lock_end,handle_mm_fault_with_vma_lock_page_table_walk_end,handle_mm_fault_with_vma_lock_start,lock_vma_under_rcu_end,lock_vma_under_rcu_start,page_allocation_end,page_allocation_start,retry_handle_mm_fault_with_mm_lock_end,retry_handle_mm_fault_with_mm_lock_page_table_walk_end,retry_handle_mm_fault_with_mm_lock_start,retry_lock_mm_and_find_vma_end,retry_lock_mm_and_find_vma_start,wake_up_userfaultfd_end,wake_up_userfaultfd_start
11671,1458,10812,1925,10115,,,,,,9715,3457,2978,2732,2328,6957,4249,,,,,,,
11448,1458,10625,1911,9936,,,,,,9579,3577,2955,2711,2303,7186,4407,,,,,,,
10971,1459,10120,1916,9428,,,,,,9040,3441,2942,2698,2304,6364,4002,,,,,,,
11141,1479,10347,1944,9656,,,,,,9297,3473,2990,2746,2348,6979,4154,,,,,,,
11682,1467,10874,1922,10183,,,,,,9819,3451,2950,2704,2306,7100,4408,,,,,,,
11350,1608,10556,2075,9871,,,,,,9461,3562,3061,2813,2411,7060,4253,,,,,,,
11279,1458,10493,1917,9805,,,,,,9447,3433,2953,2685,2291,6961,4278,,,,,,,
13150,1485,12246,1962,11529,,,,,,11131,3473,2990,2746,2344,7798,4432,,,,,,,
11802,1495,10951,1971,10258,,,,,,9899,3543,3057,2767,2346,7339,4270,,,,,,,
11188,1473,10388,1938,9622,,,,,,9263,3575,3051,2756,2336,7028,4290,,,,,,,
11579,1461,10591,1918,9907,,,,,,9549,3514,2994,2694,2302,7301,4311,,,,,,,
11581,1483,10754,1942,10039,,,,,,9685,3482,3001,2755,2345,7350,4518,,,,,,,
11003,1452,10184,1913,9475,,,,,,9063,3463,2971,2730,2323,6776,4308,,,,,,,
11584,1462,10766,1917,10079,,,,,,9703,3520,2994,2706,2311,7067,4320,,,,,,,
10567,1463,9752,1924,9062,,,,,,8706,3429,2943,2698,2306,6514,4081,,,,,,,
11073,1461,10254,1916,9566,,,,,,9210,3435,2940,2694,2302,7077,4215,,,,,,,
24018,1457,23205,1938,22496,,,,,,22088,3551,3068,2779,2324,7280,4465,,,,,,,
11161,1458,10383,1925,9670,,,,,,9311,3430,2937,2693,2299,6902,4101,,,,,,,
11793,1473,11020,1944,10300,,,,,,9864,3461,2980,2736,2336,7296,4231,,,,,,,
11690,1459,10595,1918,9903,,,,,,9549,3500,2974,2734,2310,6746,4099,,,,,,,
11058,1456,10245,1917,9555,,,,,,9189,3512,3004,2713,2315,6638,4239,,,,,,,
12003,1491,11074,1968,10388,,,,,,10032,3528,3049,2807,2383,7298,4479,,,,,,,
11465,1461,10642,1916,9954,,,,,,9576,3492,3015,2714,2322,7175,4089,,,,,,,
12421,1458,11590,1913,10909,,,,,,10534,3575,3095,2807,2419,7324,4210,,,,,,,
12951,1491,12110,1962,11414,,,,,,11010,3612,3080,2787,2371,8178,5030,,,,,,,
10914,1495,9894,1983,9200,,,,,,8797,3469,2949,2685,2289,6500,4087,,,,,,,
11552,1479,10695,1952,10010,,,,,,9653,3457,2976,2732,2340,7278,4175,,,,,,,
11741,1456,10920,1914,10205,,,,,,9801,3417,2937,2696,2301,7270,4178,,,,,,,
11570,1461,10741,1918,10065,,,,,,9669,3618,3015,2726,2308,7177,4459,,,,,,,
11009,1460,10186,1925,9473,,,,,,9118,3465,2990,2699,2305,6701,4259,,,,,,,
11208,1470,10383,1933,9674,,,,,,9284,3487,2982,2734,2327,6981,4127,,,,,,,
11107,1464,10292,1923,9614,,,,,,9193,3461,2963,2718,2321,6693,4099,,,,,,,
11212,1462,10392,1944,9670,,,,,,9317,3491,2990,2746,2350,7184,4259,,,,,,,
12702,1477,11871,1948,11174,,,,,,10819,3500,3019,2771,2342,7981,4420,,,,,,,
10559,1459,9712,1914,8997,,,,,,8607,3447,2958,2712,2296,6484,4010,,,,,,,
10725,1468,9904,1934,9193,,,,,,8836,3463,2967,2720,2324,6380,3961,,,,,,,
10418,1458,9597,1915,8880,,,,,,8523,3422,2939,2697,2303,6319,4044,,,,,,,
11925,1485,11097,1962,10384,,,,,,9963,3656,3055,2760,2366,7400,4479,,,,,,,
12679,1460,11793,1962,11105,,,,,,10743,3528,3049,2803,2401,7830,4592,,,,,,,
11905,1507,11084,1980,10367,,,,,,9949,3569,3067,2823,2383,7428,4432,,,,,,,
10985,1463,10154,1940,9468,,,,,,9047,3689,3061,2773,2346,6793,4353,,,,,,,
10721,1469,9907,1940,9216,,,,,,8858,3555,3015,2726,2332,6937,4095,,,,,,,
10936,1456,10115,1932,9439,,,,,,9082,3490,3000,2746,2334,6930,4077,,,,,,,
11759,1461,10916,1912,10201,,,,,,9819,3563,3053,2751,2320,7035,4110,,,,,,,
11607,1465,10786,1920,10067,,,,,,9689,3482,3000,2712,2292,7280,4278,,,,,,,
10945,1461,10116,1916,9399,,,,,,8985,3429,2944,2700,2306,6521,4187,,,,,,,
10977,1471,10118,1928,9429,,,,,,9059,3396,2915,2671,2279,6559,3991,,,,,,,
22876,1467,22047,1928,21247,,,,,,20867,3496,3011,2712,2320,7187,4493,,,,,,,
11336,1466,10495,1925,9770,,,,,,9414,3558,2998,2711,2315,6853,4275,,,,,,,
12149,1464,11314,1932,10623,,,,,,10250,3585,3061,2775,2340,7546,4450,,,,,,,
11253,1467,10380,1934,9685,,,,,,9328,3529,3033,2745,2316,6976,4309,,,,,,,
10758,1461,9943,1916,9265,,,,,,8897,3439,2954,2706,2306,6454,4024,,,,,,,
11391,1461,10603,1916,9888,,,,,,9533,3445,2964,2720,2302,6864,4116,,,,,,,
11308,1467,10522,1924,9807,,,,,,9450,3435,2944,2700,2308,7051,4136,,,,,,,
11576,1461,10790,1932,10075,,,,,,9685,3439,2954,2706,2304,7055,4254,,,,,,,
12088,1489,11297,1960,10623,,,,,,10268,3479,2973,2728,2332,7089,4442,,,,,,,
10849,1461,10059,1916,9342,,,,,,8990,3463,2949,2702,2310,6693,4030,,,,,,,
12499,1483,11599,1956,10920,,,,,,10565,3543,3063,2767,2338,8006,4390,,,,,,,
10882,1503,10055,1960,9373,,,,,,9011,3504,3009,2751,2355,6754,4057,,,,,,,
10567,1473,9781,1934,9092,,,,,,8731,3476,2950,2704,2300,6539,4006,,,,,,,
11339,1461,10553,1936,9862,,,,,,9507,3486,2960,2702,2300,7067,4337,,,,,,,
11048,1460,10256,1917,9565,,,,,,9203,3423,2939,2695,2299,6833,4044,,,,,,,
11066,1458,10276,1935,9587,,,,,,9228,3483,3002,2742,2340,6938,4269,,,,,,,
11394,1455,10599,1916,9911,,,,,,9555,3598,3118,2866,2470,6876,4384,,,,,,,
11572,1459,10638,1918,9949,,,,,,9588,3433,2952,2706,2314,6848,4325,,,,,,,
11840,1458,10879,1926,10187,,,,,,9807,3699,3053,2765,2310,7325,4335,,,,,,,
12291,1467,11454,1924,10731,,,,,,10351,3789,2996,2708,2312,7565,4587,,,,,,,
11586,1468,10767,1923,10050,,,,,,9683,3424,2937,2693,2299,6971,4231,,,,,,,
11773,1489,10952,1948,10264,,,,,,9896,3567,3071,2772,2346,7526,4570,,,,,,,
11198,1460,10387,1929,9672,,,,,,9303,3440,2945,2701,2309,6871,4265,,,,,,,
11874,1468,11054,1933,10339,,,,,,9955,3493,3012,2768,2331,7328,4535,,,,,,,
10741,1459,9925,1930,9234,,,,,,8850,3502,2992,2744,2350,6413,4213,,,,,,,
13140,1489,11836,1970,11146,,,,,,10774,3656,3102,2807,2377,7831,4487,,,,,,,
11527,1538,10713,2033,10020,,,,,,9608,3603,3124,2876,2440,6908,4166,,,,,,,
10824,1482,10014,1942,9293,,,,,,8937,3502,3022,2728,2313,6705,4147,,,,,,,
11014,1459,10165,1934,9452,,,,,,9094,3608,3015,2724,2330,6633,4150,,,,,,,
11197,1461,10299,1928,9612,,,,,,9244,3518,3013,2724,2328,6882,4365,,,,,,,
11676,1505,10803,1987,10112,,,,,,9754,3602,3120,2836,2387,7534,4386,,,,,,,
23530,1461,22706,1938,21936,,,,,,21546,3460,2970,2708,2312,7018,4357,,,,,,,
11919,1458,11101,1917,10359,,,,,,9975,3534,2951,2710,2309,7347,4593,,,,,,,
11706,1463,10900,1924,10207,,,,,,9825,3492,2990,2702,2306,7280,4250,,,,,,,
12407,1466,11472,1936,10751,,,,,,10369,3607,3041,2748,2313,7844,4554,,,,,,,
10961,1465,10140,1926,9429,,,,,,9072,3431,2945,2655,2247,6949,4065,,,,,,,
11800,1471,10979,1969,10291,,,,,,9915,3665,3082,2820,2399,6992,4339,,,,,,,
11715,1461,10904,1918,10181,,,,,,9823,3504,3005,2710,2300,7270,4477,,,,,,,
12062,1463,11237,1926,10508,,,,,,10071,3472,2990,2700,2302,7553,4264,,,,,,,
12569,1465,11460,1944,10772,,,,,,10410,3445,2966,2720,2328,7611,4751,,,,,,,
11641,1461,10784,1922,10065,,,,,,9685,3447,2950,2708,2312,6799,4122,,,,,,,
11415,1489,10576,1952,9900,,,,,,9514,3566,3038,2754,2342,6981,4263,,,,,,,
12494,1489,11681,1968,11003,,,,,,10623,3646,3085,2791,2358,7556,4503,,,,,,,
10914,1605,10081,2068,9393,,,,,,9025,3557,3039,2783,2373,6947,4168,,,,,,,
11223,1465,10404,1926,9689,,,,,,9311,3431,2949,2706,2312,7109,4254,,,,,,,
11288,1456,10426,1919,9715,,,,,,9358,3455,2980,2685,2255,7046,4438,,,,,,,
11682,1528,10715,1983,10014,,,,,,9647,3726,3094,2803,2369,7168,4715,,,,,,,
10849,1461,9976,1920,9283,,,,,,8903,3494,3002,2714,2301,6941,4081,,,,,,,
11349,1465,10528,1932,9833,,,,,,9433,3524,3041,2754,2334,6937,4255,,,,,,,
11369,1465,10530,1938,9837,,,,,,9435,3612,3031,2730,2330,6984,4345,,,,,,,
11802,1471,10935,1940,10238,,,,,,9882,3594,3003,2708,2314,7289,4380,,,,,,,
10983,1464,10164,1950,9488,,,,,,9106,3514,3028,2736,2340,6800,4216,,,,,,,
11805,1606,10948,2065,10255,,,,,,9898,3672,3183,2888,2492,7426,4377,,,,,,,
11820,1485,10993,1942,10307,,,,,,9923,3494,3010,2722,2326,6979,4192,,,,,,,
11886,1472,11041,1935,10353,,,,,,9947,3355,2874,2634,2240,7627,4101,,,,,,,
12299,1479,11448,1962,10760,,,,,,10392,3559,3059,2771,2365,7711,4721,,,,,,,
11539,1456,10729,1909,10038,,,,,,9662,3343,2854,2610,2216,7182,4058,,,,,,,
13504,1544,12653,2011,11960,,,,,,11572,3624,3136,2850,2415,8275,4674,,,,,,,
12366,1485,11511,1958,10810,,,,,,10398,3597,3059,2766,2334,7924,4491,,,,,,,
10246,1460,9421,1932,8704,,,,,,8352,3463,2966,2708,2316,6346,4002,,,,,,,
10763,1462,9800,1917,9110,,,,,,8748,3428,2945,2699,2307,6739,4052,,,,,,,
10656,1460,9843,1923,9153,,,,,,8797,3457,2959,2718,2322,6366,4077,,,,,,,
24009,1467,23177,1926,22389,,,,,,22011,3514,3025,2738,2340,7664,4676,,,,,,,
11385,1470,10448,1925,9735,,,,,,9356,3445,2965,2720,2328,6910,4080,,,,,,,
11992,1460,11145,1934,10467,,,,,,10065,3475,2994,2706,2312,7187,4113,,,,,,,
11789,1467,10924,1922,9921,,,,,,9567,3526,3021,2734,2338,6965,4229,,,,,,,
11558,1483,10727,1952,10038,,,,,,9681,3559,3055,2768,2336,7243,4497,,,,,,,
10538,1457,9685,1938,9001,,,,,,8617,3530,3017,2730,2336,6577,4140,,,,,,,
11110,1458,10298,1917,9607,,,,,,9256,3485,2985,2695,2295,6997,4229,,,,,,,
12749,1465,11946,1944,11260,,,,,,10860,3484,2984,2739,2334,7453,4301,,,,,,,
10363,1462,9573,1922,8885,,,,,,8527,3429,2949,2704,2307,6191,4162,,,,,,,
11166,1477,10376,1936,9683,,,,,,9300,3452,2956,2714,2320,7142,4238,,,,,,,
11948,1459,11150,1922,10459,,,,,,10067,3506,3021,2712,2318,7237,4235,,,,,,,
10914,1465,10132,1920,9413,,,,,,9043,3492,3013,2718,2310,6655,4242,,,,,,,
13239,1464,11978,1944,11289,,,,,,10912,3684,3075,2780,2338,7887,4542,,,,,,,
10841,1477,9996,1942,9320,,,,,,8958,3486,3003,2708,2316,6771,4244,,,,,,,
11096,1454,10278,1909,9563,,,,,,9209,3481,2998,2711,2319,7022,4253,,,,,,,
11397,1472,10580,1944,9868,,,,,,9514,3528,3010,2724,2330,7010,4278,,,,,,,
10999,1475,10158,1938,9470,,,,,,9092,3370,2886,2639,2243,6673,4048,,,,,,,
12246,1470,11432,1930,10745,,,,,,10386,3465,2982,2734,2342,7786,4720,,,,,,,
11025,1462,10207,1915,9522,,,,,,9165,3520,3022,2732,2311,6697,4070,,,,,,,
11501,1465,10669,1920,9980,,,,,,9608,3346,2867,2621,2225,6758,4024,,,,,,,
11142,1453,10358,1912,9667,,,,,,9313,3415,2935,2692,2298,6843,4116,,,,,,,
12305,1460,11401,1930,10727,,,,,,10367,3546,3026,2738,2311,7424,4546,,,,,,,
11107,1469,10293,1924,9549,,,,,,9179,3494,2982,2738,2340,6720,4239,,,,,,,
11336,1464,10518,1919,9829,,,,,,9457,3508,3029,2740,2316,7000,4205,,,,,,,
12254,1647,11430,2104,10737,,,,,,10325,3583,3105,2815,2417,7660,4160,,,,,,,
11172,1464,10316,1921,9626,,,,,,9258,3526,3030,2746,2338,6749,4432,,,,,,,
100015,1467,98688,1926,97770,,,,,,97336,3431,2950,2706,2310,94858,4282,,,,,,,
12486,1507,11615,2001,10924,,,,,,10548,3612,3118,2854,2407,7398,4585,,,,,,,
11877,1463,11036,1936,10347,,,,,,9955,3490,3002,2757,2326,7518,4298,,,,,,,
10727,1455,9917,1916,9208,,,,,,8853,3525,2976,2720,2318,6874,4181,,,,,,,
10205,1461,9385,1920,8684,,,,,,8298,3500,2964,2708,2312,6301,4187,,,,,,,
23814,1467,23000,1930,22293,,,,,,21915,3512,2958,2710,2306,6998,4089,,,,,,,
11806,1461,10987,1918,10268,,,,,,9907,3380,2862,2619,2222,7418,4014,,,,,,,
11302,1465,10479,1928,9805,,,,,,9425,3837,3358,3112,2716,7164,4593,,,,,,,
11060,1458,10205,1913,9490,,,,,,9134,3469,2953,2699,2307,6871,4099,,,,,,,
10981,1461,10124,1916,9440,,,,,,9043,3498,2996,2704,2312,6903,4144,,,,,,,
12588,1692,11767,2328,11042,,,,,,10664,4337,3679,3435,2903,7961,5375,,,,,,,
56615,1462,55808,1919,54844,,,,,,54186,3421,2937,2693,2287,50814,4042,,,,,,,
12440,1461,11660,1916,10949,,,,,,10571,3514,3025,2724,2316,8351,4688,,,,,,,
10973,1483,10115,1942,9445,,,,,,9086,3595,3047,2756,2323,6835,4412,,,,,,,
11160,1461,10374,1918,9701,,,,,,9320,3559,3015,2730,2312,7240,4099,,,,,,,
10731,1462,9902,1919,9167,,,,,,8805,3563,2972,2714,2301,6609,4111,,,,,,,
12029,1469,11233,1924,10559,,,,,,10199,3494,2964,2706,2310,7370,4217,,,,,,,
11905,1471,11007,1934,10313,,,,,,9957,3616,2980,2724,2328,7375,4456,,,,,,,
12504,1476,11531,1950,10842,,,,,,10485,3589,3083,2795,2360,7470,4381,,,,,,,
10390,1465,9606,1934,8889,,,,,,8515,3588,3011,2724,2328,6572,4221,,,,,,,
10485,1465,9650,1928,8976,,,,,,8598,3498,3010,2718,2322,6494,4044,,,,,,,
11418,1459,10605,1916,9915,,,,,,9543,3465,2974,2685,2289,7146,4241,,,,,,,
11018,1461,10193,1918,9509,,,,,,9131,3433,2954,2708,2308,6490,4061,,,,,,,
11444,1463,10634,1936,9943,,,,,,9577,3433,2949,2700,2308,7294,4359,,,,,,,
11009,1464,10225,1926,9541,,,,,,9185,3473,2986,2740,2332,6851,4251,,,,,,,
11170,1485,10274,1940,9569,,,,,,9214,3500,3018,2730,2330,6614,4146,,,,,,,
43040,1462,42201,1935,41112,,,,,,40560,3495,3012,2723,2313,36014,4235,,,,,,,
10849,1458,10038,1919,9307,,,,,,8952,3439,2943,2699,2305,6624,4156,,,,,,,
10796,1458,9979,1921,9268,,,,,,8915,3500,2978,2734,2316,6695,4154,,,,,,,
11224,1460,10430,1919,9719,,,,,,9339,3495,2967,2711,2299,6632,4156,,,,,,,
10532,1462,9721,1919,9006,,,,,,8629,3449,2947,2707,2305,6516,3953,,,,,,,
11253,1466,10428,1927,9738,,,,,,9354,3489,3008,2764,2356,6943,4196,,,,,,,
11599,1483,10772,1944,10084,,,,,,9647,3506,3027,2739,2347,6856,4199,,,,,,,
72589,14012,71589,14590,70694,,,,,,70035,62485,61671,61427,60527,66773,63672,,,,,,,
47909,1462,47013,1936,46144,,,,,,45618,3449,2963,2718,2321,6390,4022,,,,,,,
10611,1460,9774,1923,9063,,,,,,8706,3445,2937,2695,2299,6650,4054,,,,,,,
24288,1463,23400,1920,22693,,,,,,22291,3425,2946,2698,2304,6598,3971,,,,,,,
11750,1462,10930,1917,10241,,,,,,9884,3434,2937,2693,2301,7456,4062,,,,,,,
10393,1464,9295,1919,8604,,,,,,8202,3416,2927,2683,2287,6207,4036,,,,,,,
10640,1456,9829,1913,9141,,,,,,8757,3455,2953,2706,2309,6463,4064,,,,,,,
11409,1456,10564,1911,9851,,,,,,9496,3432,2925,2673,2281,7082,4155,,,,,,,
11505,1517,10670,1984,9989,,,,,,9612,3569,3059,2774,2374,6617,4253,,,,,,,
11192,1462,10375,1923,9685,,,,,,9329,3496,2957,2716,2279,6806,4389,,,,,,,
12305,1483,11381,1966,10696,,,,,,10313,3500,3012,2752,2350,6937,4219,,,,,,,
10014,1462,9202,1917,8513,,,,,,8155,3482,2968,2724,2316,6252,4052,,,,,,,
10725,1476,9894,1933,9205,,,,,,8789,3554,2998,2754,2329,6660,4172,,,,,,,
11517,1457,10668,1922,9976,,,,,,9592,3435,2937,2696,2302,7258,4394,,,,,,,
10918,1458,10093,1920,9372,,,,,,8998,3433,2953,2708,2316,6618,4077,,,,,,,
10954,1462,10113,1925,9396,,,,,,9035,3437,2947,2703,2311,6571,4206,,,,,,,
11144,1465,10358,1926,9643,,,,,,9287,3541,2998,2704,2306,6720,4264,,,,,,,
10761,1466,9947,1940,9226,,,,,,8866,3520,3028,2740,2344,6939,4113,,,,,,,
11550,1454,10699,1928,10006,,,,,,9652,3482,3002,2710,2318,7077,4379,,,,,,,
11511,1463,10701,1922,9982,,,,,,9596,3506,3005,2759,2355,7171,4138,,,,,,,
11066,1466,10246,1932,9512,,,,,,9141,3427,2947,2704,2309,6965,4036,,,,,,,
11786,1485,10926,1960,10242,,,,,,9878,3445,2925,2659,2265,7260,4160,,,,,,,
11753,1470,10973,1923,10296,,,,,,9937,3483,3006,2722,2313,7225,4473,,,,,,,
13081,1456,12210,1932,11509,,,,,,11013,3492,2984,2740,2332,7672,4253,,,,,,,
11790,1461,10973,1916,10254,,,,,,9899,3449,2958,2714,2320,7392,4168,,,,,,,
11875,1455,10985,1914,10299,,,,,,9927,3535,3000,2759,2306,7341,4266,,,,,,,
12378,1464,11515,1923,10822,,,,,,10457,3532,3006,2728,2332,7538,4438,,,,,,,
11312,1454,10497,1913,9784,,,,,,9404,3414,2933,2689,2295,7178,4231,,,,,,,
10706,1454,9920,1929,9234,,,,,,8868,3451,2951,2705,2313,6455,3965,,,,,,,
12230,1457,11424,1912,10699,,,,,,10299,3415,2937,2692,2296,7481,4233,,,,,,,
11850,1454,11066,1909,10376,,,,,,10022,3455,2974,2706,2312,7120,4361,,,,,,,
11044,1456,10262,1923,9571,,,,,,9197,3508,2971,2722,2326,6764,4259,,,,,,,
11773,1465,10863,1934,10146,,,,,,9789,3474,2988,2744,2332,7268,4142,,,,,,,
13339,1456,12482,1930,11791,,,,,,11420,3465,2980,2732,2332,8407,4558,,,,,,,
24791,1487,23962,1962,23268,,,,,,22908,3687,3069,2777,2328,7420,4332,,,,,,,
11811,1492,10934,1968,10245,,,,,,9873,3668,3128,2835,2362,7125,4568,,,,,,,
10173,1463,9391,1924,8700,,,,,,8344,3484,3002,2708,2314,6226,4054,,,,,,,
11970,1462,11135,1933,10444,,,,,,10085,3542,3040,2736,2327,7402,4365,,,,,,,
11371,1461,10585,1918,9896,,,,,,9535,3482,2998,2710,2314,7146,4193,,,,,,,
10406,1458,9592,1915,8877,,,,,,8497,3488,3010,2718,2322,6319,4071,,,,,,,
11946,1464,11160,1924,10463,,,,,,10073,3514,2996,2710,2316,7314,4123,,,,,,,
11105,1461,10331,1930,9476,,,,,,9125,3482,3002,2712,2314,6809,4256,,,,,,,
11929,1458,11015,1933,10292,,,,,,9930,3493,2990,2703,2273,7101,4204,,,,,,,
10859,1458,9957,1929,9288,,,,,,8927,3526,3040,2748,2329,6658,4180,,,,,,,
10375,1458,9510,1917,8823,,,,,,8462,3512,3034,2744,2336,6199,4131,,,,,,,
10733,1464,9882,1925,9195,,,,,,8834,3431,2947,2707,2311,6729,4081,,,,,,,
12153,1471,11326,1934,10642,,,,,,10258,3516,3027,2740,2312,7719,4343,,,,,,,
12443,1462,11594,1929,10908,,,,,,10548,3451,2961,2718,2325,7444,4188,,,,,,,
11158,1461,10333,1916,9644,,,,,,9287,3476,2984,2694,2299,7170,4109,,,,,,,
10820,1454,10036,1919,9366,,,,,,9010,3499,2910,2620,2224,6760,4139,,,,,,,
12776,1507,11832,1990,11143,,,,,,10721,3611,3122,2835,2378,7887,4430,,,,,,,
10640,1455,9811,1910,9096,,,,,,8741,3530,3000,2704,2293,6571,4083,,,,,,,
11468,1458,10643,1913,9902,,,,,,9510,3502,3018,2730,2323,7024,4024,,,,,,,
12002,1464,11123,1921,10434,,,,,,10077,3507,3022,2736,2319,7546,4785,,,,,,,
12706,1463,11881,1934,11166,,,,,,10756,3472,2990,2744,2318,7908,4550,,,,,,,
11727,1461,10865,1924,10189,,,,,,9831,3447,2944,2698,2302,7223,4156,,,,,,,
12025,1473,11178,1954,10481,,,,,,10120,3524,2988,2744,2326,7412,4382,,,,,,,
12266,1464,11438,1943,10747,,,,,,10363,3495,2963,2663,2248,7143,4373,,,,,,,
12238,1458,11310,1968,10619,,,,,,10201,3621,3083,2795,2382,7489,4473,,,,,,,
11029,1464,10205,1944,9530,,,,,,9138,3563,3051,2752,2336,6599,4310,,,,,,,
11938,1501,10965,2216,10244,,,,,,9870,3758,3250,2968,2525,7304,4556,,,,,,,
11482,1460,10613,1934,9929,,,,,,9551,3500,3018,2724,2330,6764,4160,,,,,,,
11273,1458,10449,1938,9756,,,,,,9372,3506,3028,2728,2324,6859,4326,,,,,,,
11122,1467,10242,1922,9555,,,,,,9174,3395,2915,2625,2231,6791,4018,,,,,,,
11290,1457,10453,1916,9762,,,,,,9397,3583,3092,2801,2407,7077,4382,,,,,,,
24895,1467,23991,1938,23274,,,,,,22884,3573,3004,2759,2326,7727,4369,,,,,,,
11206,1454,10343,1915,9650,,,,,,9295,3518,3026,2736,2297,6794,4216,,,,,,,
11111,1477,10299,1938,9584,,,,,,9202,3675,3035,2743,2332,6608,4250,,,,,,,
11658,1461,10841,1920,10153,,,,,,9801,3445,2952,2706,2314,7480,4183,,,,,,,
11981,1459,11164,1926,10477,,,,,,10096,3533,2972,2702,2302,7382,4162,,,,,,,
12260,1489,11296,1968,10607,,,,,,10209,3546,3026,2781,2362,7473,4316,,,,,,,
12267,1469,11231,1936,10543,,,,,,10171,3517,3037,2743,2332,7071,4347,,,,,,,
11938,1471,11134,1930,10445,,,,,,10053,3638,3076,2789,2340,7313,4487,,,,,,,
11412,1461,10508,1928,9821,,,,,,9464,3624,3039,2755,2346,7199,4603,,,,,,,
13022,1505,12199,1974,11517,,,,,,11123,3504,2992,2748,2356,7840,4503,,,,,,,
11062,1461,10250,1932,9557,,,,,,9175,3423,2944,2696,2289,6644,4307,,,,,,,
12381,1461,11524,1932,10831,,,,,,10473,3537,3043,2751,2334,7938,4368,,,,,,,
12248,1479,11395,1944,10698,,,,,,10313,3557,3051,2758,2352,7465,4123,,,,,,,
11830,1462,11003,1925,10302,,,,,,9912,3463,2967,2673,2281,7099,4336,,,,,,,
11178,1456,10238,1926,9543,,,,,,9155,3504,3012,2724,2322,6585,4125,,,,,,,
11602,1454,10585,1913,9894,,,,,,9538,3465,2990,2720,2328,6975,4172,,,,,,,
11381,1472,10497,1943,9810,,,,,,9449,3493,3008,2758,2358,6952,4267,,,,,,,
42271,29862,41411,30451,40633,,,,,,40274,32513,31881,31629,31070,37288,33750,,,,,,,
10933,1465,10094,1920,9419,,,,,,9064,3852,2919,2659,2251,7020,4420,,,,,,,
10752,1467,9935,1926,9216,,,,,,8859,3429,2950,2692,2300,6602,4014,,,,,,,
12059,1462,11273,1917,10579,,,,,,10152,3504,2998,2704,2309,7794,4243,,,,,,,
11700,1464,10914,1923,10219,,,,,,9863,3544,3002,2711,2309,7426,4361,,,,,,,
11523,1456,10633,1911,9937,,,,,,9553,3477,2974,2714,2313,7195,4442,,,,,,,
11038,1462,10249,1921,9516,,,,,,9122,3573,2988,2734,2313,6674,4343,,,,,,,
11503,1499,10650,1964,9963,,,,,,9555,3551,3043,2799,2381,7065,4485,,,,,,,
12143,1501,11288,1962,10601,,,,,,10219,3660,3047,2803,2409,7802,4879,,,,,,,
10424,1470,9614,1925,8927,,,,,,8541,3445,2963,2720,2324,6477,4038,,,,,,,
12612,1461,11784,1920,11091,,,,,,10689,3476,2962,2716,2314,7780,4502,,,,,,,
11021,1466,10172,1925,9461,,,,,,9100,3388,2874,2630,2236,6810,4135,,,,,,,
12446,1493,11654,1950,10979,,,,,,10589,3618,3035,2785,2352,7749,4528,,,,,,,
11596,1461,10808,1946,10114,,,,,,9718,3496,3016,2726,2330,7270,4251,,,,,,,
24243,1458,23414,1930,22736,,,,,,22358,3644,3020,2728,2334,6628,4343,,,,,,,
12695,1464,11878,1935,11159,,,,,,10806,3510,3000,2709,2315,7954,4537,,,,,,,
10729,1462,9876,1952,9183,,,,,,8765,3607,3124,2838,2383,6667,4089,,,,,,,
11036,1465,10216,1942,9496,,,,,,9137,3502,3021,2732,2338,7026,4077,,,,,,,
10046,1454,9193,1940,8498,,,,,,8141,3491,3014,2724,2328,6230,4129,,,,,,,
10824,1460,9992,1940,9266,,,,,,8911,3492,3008,2718,2324,6725,4064,,,,,,,
11005,1458,10189,1946,9468,,,,,,9112,3518,3039,2750,2356,6498,4219,,,,,,,
12604,1487,11759,1950,11078,,,,,,10666,3461,2975,2730,2334,7942,4330,,,,,,,
11748,1458,10922,1911,10245,,,,,,9867,3453,2955,2707,2293,7251,4267,,,,,,,
11481,1473,10679,1969,9858,,,,,,9503,3531,3005,2749,2347,6598,4181,,,,,,,
10760,1471,9915,1932,9167,,,,,,8810,3478,2992,2704,2312,6770,4079,,,,,,,
12756,1465,11895,1980,11206,,,,,,10786,3683,3104,2817,2356,7971,4566,,,,,,,
11113,1619,10264,2080,9576,,,,,,9218,3606,3106,2820,2399,6602,4164,,,,,,,
10672,1477,9821,1950,9130,,,,,,8751,3622,3061,2773,2350,6516,4164,,,,,,,
10977,1469,10191,1926,9501,,,,,,9145,3496,3007,2747,2322,6748,4189,,,,,,,
11830,1460,11033,1925,10347,,,,,,9969,3485,3004,2713,2315,6920,4285,,,,,,,
12250,1474,11446,1931,10755,,,,,,10345,3548,3014,2721,2319,7741,4621,,,,,,,
10772,1487,9986,1942,9269,,,,,,8915,3492,3010,2718,2326,6658,4097,,,,,,,
11000,1457,10214,1928,9503,,,,,,9139,3484,2992,2739,2318,6854,4223,,,,,,,
